KldB_Code,KldB_Label,ESCO_Code,ESCO_Label
B 43414-102,Softwareentwickler/Softwareentwicklerin,bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b,Softwareentwickler Industrielle Mobilgeräte/Softwareentwicklerin Industrielle Mobilgeräte
B 43413-112,Mobile Developer,bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b,Softwareentwickler Industrielle Mobilgeräte/Softwareentwicklerin Industrielle Mobilgeräte
B 61113-101,Einkäufer/Einkäuferin,bb95ef58-9139-4967-bfc1-da8386a4e672,IKT-Käufer/IKT-Käuferin
B 61113-135,IT-Einkäufer/IT-Einkäuferin,bb95ef58-9139-4967-bfc1-da8386a4e672,IKT-Käufer/IKT-Käuferin
B 29322-100,Grilleur/Grilleurin,bbaa1444-2c0a-4f76-8375-d72e3ea968fd,Grillkoch/Grillköchin
B 29322-102,Rotisseur/Rotisseurin,bbaa1444-2c0a-4f76-8375-d72e3ea968fd,Grillkoch/Grillköchin
B 61213-102,Betriebswirt/Betriebswirtin (Fachschule/Ausbildung) für Außenwirtschaft,bbba890e-ecae-43ba-9c5b-a65baa318f15,Import-/Exportmanager für Werkzeugmaschinen/Import-/Exportmanagerin für Werkzeugmaschinen
B 61194-104,Leiter/Leiterin des Exports,bbba890e-ecae-43ba-9c5b-a65baa318f15,Import-/Exportmanager für Werkzeugmaschinen/Import-/Exportmanagerin für Werkzeugmaschinen
B 61313-112,Immobiliensachverständiger/Immobiliensachverständige,bbefa1b2-521e-4d87-a7ad-9bbd0b32e271,Immobiliensachverständiger/Immmobiliensachverständige
B 11594-100,Tierheimleiter/Tierheimleiterin,bc1748c7-29d6-43d5-a304-6b74f317ac26,Aufsichtskraft Tierpension
B 11593-100,Tierpflegemeister/Tierpflegemeisterin,bc1748c7-29d6-43d5-a304-6b74f317ac26,Aufsichtskraft Tierpension
B 31134-105,Verkehrsbauingenieur/Verkehrsbauingenieurin,bc1c82a5-0fc3-453f-8537-9d1a6e9e85aa,Planungsingenieur Flughafen/Planungsingenieurin Flughafen
B 93104-105,Designer/Designerin (Hochschule),bc4d1659-6860-488e-bc13-e87eb0e36f67,Möbeldesigner/Möbeldesignerin
B 93104-106,"Industrie-, Produktdesigner/Industrie-, Produktdesignerin",bc4d1659-6860-488e-bc13-e87eb0e36f67,Möbeldesigner/Möbeldesignerin
B 22342-135,"Fachkraft für Möbel-, Küchen- und Umzugsservice",bc61af54-0c3b-411c-a434-4b0d23c6fcce,Küchenbauer/Küchenbauerin
B 24122-100,Verfahrensmechaniker/Verfahrensmechanikerin in der Hütten- und Halbzeugindustrie Fachrichtung Nichteisenmetall-Umformung,bc61e0de-2d72-471c-90c1-a9fe371020f9,Maschinenbediener für mechanische Schmiedepresse/Maschinenbedienerin für mechanische Schmiedepresse
B 24122-101,Verfahrensmechaniker/Verfahrensmechanikerin in der Hütten- und Halbzeugindustrie Fachrichtung Stahl-Umformung,bc61e0de-2d72-471c-90c1-a9fe371020f9,Maschinenbediener für mechanische Schmiedepresse/Maschinenbedienerin für mechanische Schmiedepresse
B 24122-254,Verfahrenstechnologe/Verfahrenstechnologin Metall Fachrichtung Nichteisenmetallumformung,bc61e0de-2d72-471c-90c1-a9fe371020f9,Maschinenbediener für mechanische Schmiedepresse/Maschinenbedienerin für mechanische Schmiedepresse
B 24122-255,Verfahrenstechnologe/Verfahrenstechnologin Metall Fachrichtung Stahlumformung,bc61e0de-2d72-471c-90c1-a9fe371020f9,Maschinenbediener für mechanische Schmiedepresse/Maschinenbedienerin für mechanische Schmiedepresse
B 41484-115,"Astrophysiker/Astrophysikerin, Astronom/Astronomin",bc659adc-f42c-4ef6-89fe-fd030033f446,Kosmologe/Kosmologin
B 24212-121,Metallschneider/Metallschneiderin,bc6649ff-05f8-4c98-9db6-9be0d13883a9,CNC-Laserbediener/CNC-Laserbedienerin
B 24243-100,Fachkraft - Metallbearbeitung durch Laserstrahl,bc6649ff-05f8-4c98-9db6-9be0d13883a9,CNC-Laserbediener/CNC-Laserbedienerin
B 24243-102,Staatlich geprüfter Lasertechnischer Assistent/Staatlich geprüfte Lasertechnische Assistentin,bc6649ff-05f8-4c98-9db6-9be0d13883a9,CNC-Laserbediener/CNC-Laserbedienerin
B 24244-100,Ingenieur/Ingenieurin für Lasertechnik,bc6649ff-05f8-4c98-9db6-9be0d13883a9,CNC-Laserbediener/CNC-Laserbedienerin
B 24512-125,Werkzeugmechaniker/Werkzeugmechanikerin Fachrichtung Instrumententechnik,bca063d2-a904-45db-b3f4-0fd7e681753e,Chirurgiemechaniker/Chirurgiemechanikerin
B 24593-102,Chirurgiemechanikermeister/Chirurgiemechanikermeisterin,bca063d2-a904-45db-b3f4-0fd7e681753e,Chirurgiemechaniker/Chirurgiemechanikerin
B 24512-126,Chirurgiemechaniker/Chirurgiemechanikerin,bca063d2-a904-45db-b3f4-0fd7e681753e,Chirurgiemechaniker/Chirurgiemechanikerin
B 84513-100,Fahrlehrer/Fahrlehrerin,bca2528a-5a87-4576-a3b5-1edbbce40a9f,Fahrlehrer/Fahrlehrerin
B 21212-108,Aufbereitungsmechaniker/Aufbereitungsmechanikerin Fachrichtung Steinkohle,bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,Brechermaschinist/Brechermaschinistin
B 21212-109,Aufbereitungsmechaniker/Aufbereitungsmechanikerin Fachrichtung feuerfeste und keramische Rohstoffe,bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,Brechermaschinist/Brechermaschinistin
B 21212-110,Aufbereitungsmechaniker/Aufbereitungsmechanikerin Fachrichtung Naturstein,bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,Brechermaschinist/Brechermaschinistin
B 21212-111,Aufbereitungsmechaniker/Aufbereitungsmechanikerin Fachrichtung Sand und Kies,bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,Brechermaschinist/Brechermaschinistin
B 21212-121,Aufbereitungsmechaniker/Aufbereitungsmechanikerin Fachrichtung Braunkohle,bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,Brechermaschinist/Brechermaschinistin
B 21212-129,Aufbereiter/Aufbereiterin im Bergbau,bcb7efae-2374-4ea7-a8e7-a77e4c6ecfc8,Brechermaschinist/Brechermaschinistin
B 92412-101,Redaktionsassistent/Redaktionsassistentin,bcba793e-44fe-45eb-b0fb-56772529cbab,Redaktionsassistent/Redaktionsassistentin
B 24432-101,Geprüfter Taucher/Geprüfte Taucherin,bcc199fe-f7df-42a5-bd45-e33ae6160f26,Bergungstaucher/Bergungstaucherin
B 27303-102,Staatlich geprüfter Technischer Assistent für Konstruktions- und Fertigungstechnik/Staatlich geprüfte Technische Assistentin für Konstruktions- und Fertigungstechnik,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-104,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Wirtschaftstechnik,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-105,Arbeitsvorbereiter/Arbeitsvorbereiterin,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-106,REFA-Techniker/REFA-Technikerin,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-107,Staatlich anerkannter Techniker/Staatlich anerkannte Technikerin für Betriebswissenschaft,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-117,Assistent/Assistentin der Produktionsleitung,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 26123-144,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Produktionstechnik und Datenmanagement,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-208,Fachkraft - Industrie 4.0,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 27303-210,Fachwirt/Fachwirtin für Fertigungs- und Prozessmanagement,bcc21c63-7eee-4520-8fa7-43eefd389668,Produktionstechniker/Produktionstechnikerin
B 25194-103,Leiter/Leiterin des Kundendienstes (technisch),bcc2c1db-f969-4355-bebf-4878ff6c2a94,Service-Manager/Service-Managerin
B 61194-105,Leiter/Leiterin - Kundendienst (kaufmännisch),bcc2c1db-f969-4355-bebf-4878ff6c2a94,Service-Manager/Service-Managerin
B 92114-106,Betriebswirt/Betriebswirtin (Hochschule) für Dienstleistungsmanagement,bcc2c1db-f969-4355-bebf-4878ff6c2a94,Service-Manager/Service-Managerin
B 11493-102,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin Schwerpunkt Seen- und Flussfischerei,bcead4e9-3697-4831-b62e-ddb83d7d469d,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin
B 11493-103,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin Schwerpunkt Kleine Hochsee- und Küstenfischerei,bcead4e9-3697-4831-b62e-ddb83d7d469d,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin
B 52414-105,Kapitän/Kapitänin in der Großen Hochseefischerei,bcead4e9-3697-4831-b62e-ddb83d7d469d,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin
B 52413-112,Kapitän/Kapitänin in der Kleinen Hochseefischerei,bcead4e9-3697-4831-b62e-ddb83d7d469d,Fischwirtschaftsmeister/Fischwirtschaftsmeisterin
B 82322-105,Geprüfter Nageldesigner/Geprüfte Nageldesignerin,bced9b86-d4e7-42f8-bb47-acb2001b9bd0,Fingernagelkosmetiker/Fingernagelkosmetikerin
B 24114-100,Ingenieur/Ingenieurin für Hüttentechnik,bcf8f332-c7e1-4a08-8651-28d668290eaf,Metallurge/Metallurgin
B 24193-104,Industriemeister/Industriemeisterin Fachrichtung Hüttentechnik,bcf8f332-c7e1-4a08-8651-28d668290eaf,Metallurge/Metallurgin
B 11333-101,Hufbeschlagschmied/Hufbeschlagschmiedin,bcffa133-c499-4db4-8e4f-b2d95da3b0fc,Hufschmied/Hufschmiedin
B 84223-169,Hufbeschlaglehrschmied/Hufbeschlaglehrschmiedin,bcffa133-c499-4db4-8e4f-b2d95da3b0fc,Hufschmied/Hufschmiedin
B 82312-106,Perückenmacher/Perückenmacherin,bd206ee9-61d6-45de-a369-0c71b8429efa,Perückenmacher/Perückenmacherin
B 51132-105,Matrose/Matrosin,bd22a34c-1dc2-48df-a254-66e5d03dec12,Matrose/Matrosin
B 51132-109,Decksmann/Decksfrau (Seeschifffahrt),bd22a34c-1dc2-48df-a254-66e5d03dec12,Matrose/Matrosin
B 43412-100,Mathematisch-technischer Assistent/Mathematisch-technische Assistentin (ehemalige duale Ausbildung),bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43423-100,Organisationsprogrammierer/Organisationsprogrammiererin,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43112-116,Assistent/Assistentin für Informatik (Wirtschaftsinformatik),bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43412-102,Assistent/Assistentin für Informatik (Softwaretechnik),bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43113-107,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Informatik Schwerpunkt Betriebsinformatik,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43123-101,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Informatik Schwerpunkt Technische Informatik,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43412-103,Fachinformatiker/Fachinformatikerin Fachrichtung Anwendungsentwicklung,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43423-102,Anwendungsprogrammierer/Anwendungsprogrammiererin,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43412-104,Staatlich geprüfter Mathematisch-technischer Assistent/Staatlich geprüfte Mathematisch-technische Assistentin,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43323-107,Geprüfter IT-Entwickler/Geprüfte IT-Entwicklerin (Weiterbildung/Ausbildung),bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43413-102,ERP-Anwendungsentwickler/ERP-Anwendungsentwicklerin,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43412-106,Fachberater/Fachberaterin für Softwaretechniken,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43412-107,Mathematisch-technischer Softwareentwickler/Mathematisch-technische Softwareentwicklerin,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43102-114,Assistent/Assistentin für Informatik (allgemeine Informatik),bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43112-132,Fachinformatiker/Fachinformatikerin Fachrichtung Daten- und Prozessanalyse,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 43414-129,Fintech-Entwickler/Fintech-Entwicklerin,bd272aee-adc9-4a06-a15c-a73b4b4a46a7,IT-Anwendungsentwickler/IT-Anwendungsentwicklerin
B 94313-101,Komiker/Komikerin,bd2c868c-371b-4958-83b4-012c52bc7faf,Stand-up-Komiker/Stand-up-Komikerin
B 94303-101,Entertainer/Entertainer,bd2c868c-371b-4958-83b4-012c52bc7faf,Stand-up-Komiker/Stand-up-Komikerin
B 94303-102,Animationskünstler/Animationskünstlerin,bd2c868c-371b-4958-83b4-012c52bc7faf,Stand-up-Komiker/Stand-up-Komikerin
B 94313-105,Humorist/Humoristin,bd2c868c-371b-4958-83b4-012c52bc7faf,Stand-up-Komiker/Stand-up-Komikerin
B 94383-112,Büttenredner/Büttenrednerin,bd2c868c-371b-4958-83b4-012c52bc7faf,Stand-up-Komiker/Stand-up-Komikerin
B 94303-104,Vortragskünstler/Vortragskünstlerin,bd2c868c-371b-4958-83b4-012c52bc7faf,Stand-up-Komiker/Stand-up-Komikerin
B 11711-105,Helfer/Helferin in der Forstwirtschaft,bd378c4e-f656-46af-a728-fcfb40b113ef,Schrotsägenführer/Schrotsägenführerin
B 93693-106,Zupfinstrumentenmachermeister/Zupfinstrumentenmachermeisterin,bd55e8d7-8bdf-4179-a84b-ed43073f05a1,Harfenbauer/Harfenbauerin
B 93612-102,Zupfinstrumentenmacher/Zupfinstrumentenmacherin (ohne Fachrichtungen),bd55e8d7-8bdf-4179-a84b-ed43073f05a1,Harfenbauer/Harfenbauerin
B 93604-100,Musikinstrumentenbauer/Musikinstrumentenbauerin (Hochschule),bd55e8d7-8bdf-4179-a84b-ed43073f05a1,Harfenbauer/Harfenbauerin
B 93612-128,Zupfinstrumentenmacher/Zupfinstrumentenmacherin Fachrichtung Harfenbau,bd55e8d7-8bdf-4179-a84b-ed43073f05a1,Harfenbauer/Harfenbauerin
B 01402-101,Soldat auf Zeit/Soldatin auf Zeit - Laufbahngruppe Mannschaften,bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,Grenadier/Grenadierin
B 01402-105,Freiwillig Wehrdienstleistender/Freiwillig Wehrdienstleistende - Laufbahngruppe Mannschaften,bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,Grenadier/Grenadierin
B 61283-100,Betriebswirt/Betriebswirtin (Fachschule) für Möbelhandel,bd7c070b-333f-4b9d-a70a-25f135ff931e,"Vertriebsleiter für Möbel, Teppiche und Beleuchtungseinrichtungen/Vertriebsleiterin für Möbel, Teppiche und Beleuchtungseinrichtungen"
B 51694-103,Leiter/Leiterin für Logistik,bd7c070b-333f-4b9d-a70a-25f135ff931e,"Vertriebsleiter für Möbel, Teppiche und Beleuchtungseinrichtungen/Vertriebsleiterin für Möbel, Teppiche und Beleuchtungseinrichtungen"
B 94623-100,Fundusverwalter/Fundusverwalterin,bd94312f-05c8-455d-a2f6-5490489ac4a4,Requisiteur/Requisiteurin
B 94623-101,Geprüfter Requisiteur/Geprüfte Requisiteurin,bd94312f-05c8-455d-a2f6-5490489ac4a4,Requisiteur/Requisiteurin
B 94612-105,Ausstattungs-Assistent/Ausstattungs-Assistentin,bd94312f-05c8-455d-a2f6-5490489ac4a4,Requisiteur/Requisiteurin
B 94612-111,Set-Dresser,bd94312f-05c8-455d-a2f6-5490489ac4a4,Requisiteur/Requisiteurin
B 94623-104,Außenrequisiteur/Außenrequisiteurin,bd94312f-05c8-455d-a2f6-5490489ac4a4,Requisiteur/Requisiteurin
B 94623-103,Innenrequisiteur/Innenrequisiteurin,bd94312f-05c8-455d-a2f6-5490489ac4a4,Requisiteur/Requisiteurin
B 43214-101,IT-Systemplaner/IT-Systemplanerin,bd9d395a-d587-45c6-8d72-ceef226df9e1,IT-Consultant für Systemintegration
B 28222-112,Musterschneider/Musterschneiderin,bda98f02-4f92-4015-a0c8-b86b8abc711a,Musterschneider/Musterschneiderin
B 81113-109,Kieferorthopädischer Fachhelfer/Kieferorthopädische Fachhelferin,bdc74965-1d1a-4f8e-a490-9cf71f494e02,Zahnmedizinischer Fachangestellter/Zahnmedizinische Fachangestellte
B 81113-100,Zahnmedizinischer Fachassistent/Zahnmedizinische Fachassistentin,bdc74965-1d1a-4f8e-a490-9cf71f494e02,Zahnmedizinischer Fachangestellter/Zahnmedizinische Fachangestellte
B 81112-109,Zahnmedizinischer Fachangestellter/Zahnmedizinische Fachangestellte,bdc74965-1d1a-4f8e-a490-9cf71f494e02,Zahnmedizinischer Fachangestellter/Zahnmedizinische Fachangestellte
B 62112-102,Kartenverkäufer/Kartenverkäuferin,bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,Fahrkartenverkäufer/Fahrkartenverkäuferin
B 51412-104,Kaufmann/Kauffrau für Verkehrsservice Schwerpunkt Verkauf und Service,bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,Fahrkartenverkäufer/Fahrkartenverkäuferin
B 51412-107,Kaufmann/Kauffrau für Verkehrsservice,bdf2dd9d-6c92-46f4-a8e7-76c12302d3e7,Fahrkartenverkäufer/Fahrkartenverkäuferin
B 62103-100,Handelsassistent/Handelsassistentin - Einzelhandel,bdfb48e0-79dc-4b63-8470-db2e03b37326,Verkaufsaufsichtskraft
B 62103-103,Substitut/Substitutin (Warenhandel),bdfb48e0-79dc-4b63-8470-db2e03b37326,Verkaufsaufsichtskraft
B 62194-101,"Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin",bdfb48e0-79dc-4b63-8470-db2e03b37326,Verkaufsaufsichtskraft
B 62193-101,Verkaufsaufsicht,bdfb48e0-79dc-4b63-8470-db2e03b37326,Verkaufsaufsichtskraft
B 62103-113,Geprüfter Fachwirt für Vertrieb im Einzelhandel/Geprüfte Fachwirtin für Vertrieb im Einzelhandel,bdfb48e0-79dc-4b63-8470-db2e03b37326,Verkaufsaufsichtskraft
B 22303-101,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Holztechnik (ohne Schwerpunkt),bdfd018a-aae1-407e-a88c-471e50b0695d,Produktionsleiter Holz/Produktionsleiterin Holz
B 22303-102,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Holztechnik Schwerpunkt Betriebstechnik,bdfd018a-aae1-407e-a88c-471e50b0695d,Produktionsleiter Holz/Produktionsleiterin Holz
B 22393-115,Industriemeister/Industriemeisterin Fachrichtung Holz,bdfd018a-aae1-407e-a88c-471e50b0695d,Produktionsleiter Holz/Produktionsleiterin Holz
B 22393-119,Industriemeister/Industriemeisterin Fachrichtung Sägeindustrie,bdfd018a-aae1-407e-a88c-471e50b0695d,Produktionsleiter Holz/Produktionsleiterin Holz
B 34342-103,"Montagemechaniker, Anlagenmonteur / Montagemechanikerin, Anlagenmonteurin",be0e6189-46a5-4b90-8622-2d1988efba1a,Maschinenmonteur/Maschinenmonteurin
B 25112-101,Maschinenzusammensetzer/Maschinenzusammensetzerin,be0e6189-46a5-4b90-8622-2d1988efba1a,Maschinenmonteur/Maschinenmonteurin
B 25112-102,Fertigungsmechaniker/Fertigungsmechanikerin,be0e6189-46a5-4b90-8622-2d1988efba1a,Maschinenmonteur/Maschinenmonteurin
B 25112-103,Montierer/Montiererin,be0e6189-46a5-4b90-8622-2d1988efba1a,Maschinenmonteur/Maschinenmonteurin
B 34112-101,Gerätewart/Gerätewartin,be0e6189-46a5-4b90-8622-2d1988efba1a,Maschinenmonteur/Maschinenmonteurin
B 25112-127,Fachkraft für Metalltechnik Fachrichtung Montagetechnik,be0e6189-46a5-4b90-8622-2d1988efba1a,Maschinenmonteur/Maschinenmonteurin
B 81434-103,Facharzt/Fachärztin Fachrichtung Orthopädie und Unfallchirurgie,be235deb-6181-43ca-8127-7010a689643a,Fachchiropraktiker/Fachchiropraktikerin
B 81752-100,Heilpraktiker/Heilpraktikerin,be235deb-6181-43ca-8127-7010a689643a,Fachchiropraktiker/Fachchiropraktikerin
B 81713-126,Chiropraktiker/Chiropraktikerin,be235deb-6181-43ca-8127-7010a689643a,Fachchiropraktiker/Fachchiropraktikerin
B 81532-100,Tierheilpraktiker/Tierheilpraktikerin,be2896db-9ab7-4719-a558-96b18c93027d,Tierchiropraktiker/Tierchiropraktikerin
B 81504-102,Tierarzt/Tierärztin,be2896db-9ab7-4719-a558-96b18c93027d,Tierchiropraktiker/Tierchiropraktikerin
B 81504-103,Fachtierarzt/Fachtierärztin,be2896db-9ab7-4719-a558-96b18c93027d,Tierchiropraktiker/Tierchiropraktikerin
B 82322-106,Solariumfachberater/Solariumfachberaterin,be375e11-9a70-47cb-8091-711c94ed0c13,Solariumfachberater/Solariumfachberaterin
B 63403-104,Fachwirt/Fachwirtin für Veranstaltung,be54b8da-bc71-40f0-b150-45c5e0769375,Manager des Veranstaltungsortes/Managerin des Veranstaltungsortes
B 63403-106,Betriebswirt/Betriebswirtin (Fachschule) für Event-Management,be54b8da-bc71-40f0-b150-45c5e0769375,Manager des Veranstaltungsortes/Managerin des Veranstaltungsortes
B 63403-107,Event-Manager/Event-Managerin,be54b8da-bc71-40f0-b150-45c5e0769375,Manager des Veranstaltungsortes/Managerin des Veranstaltungsortes
B 63403-111,Orchesterinspektor/Orchesterinspektorin / Orchestersekretär/Orchestersekretärin,be54b8da-bc71-40f0-b150-45c5e0769375,Manager des Veranstaltungsortes/Managerin des Veranstaltungsortes
B 83124-123,Sozialarbeiter/Sozialpädagoge / Sozialarbeiterin/Sozialpädagogin,be6d7fd3-2e51-499f-a31d-8aa0bbd32f2a,Sozialarbeiter im Bereich Palliativversorgung/Sozialarbeiterin im Bereich Palliativversorgung
B 51312-101,Handelsfachpacker/Handelsfachpackerin,bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 51312-104,Fachkraft für Lagerwirtschaft,bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 51311-118,Lager- und Transportarbeiter/Lager- und Transportarbeiterin,bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 51312-109,Fachkraft - Logistik/Materialwirtschaft,bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 51312-111,Fachkraft für Lagerlogistik,bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 51312-112,Fachlagerist/Fachlageristin,bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 51311-124,"Helfer/Helferin für Lagerwirtschaft, Transport",bea705fe-06ac-4147-b8e0-6e8ac1208d8f,Lagerarbeiter/Lagerarbeiterin
B 61124-107,Auftragsleiter/Auftragsleiterin,bea99fea-0383-4c63-b944-70d4799de2c5,Projektmanager/Projektmanagerin
B 71393-102,Projektleiter/Projektleiterin,bea99fea-0383-4c63-b944-70d4799de2c5,Projektmanager/Projektmanagerin
B 71303-144,Betriebswirt/Betriebswirtin (Fachschule) für Projektmanagement,bea99fea-0383-4c63-b944-70d4799de2c5,Projektmanager/Projektmanagerin
B 71393-120,Agiler Coach / Scrum Master,bea99fea-0383-4c63-b944-70d4799de2c5,Projektmanager/Projektmanagerin
B 71393-121,Product Owner,bea99fea-0383-4c63-b944-70d4799de2c5,Projektmanager/Projektmanagerin
B 71384-113,Claim-Manager/Claim-Managerin,bea99fea-0383-4c63-b944-70d4799de2c5,Projektmanager/Projektmanagerin
B 29132-100,Brenner/Brennerin,beacd3d6-e414-42ea-baf9-3ddc34fc143a,Branntweinbrenner/Branntweinbrennerin
B 29132-105,Staatlich geprüfte Fachkraft für Brennereiwesen,beacd3d6-e414-42ea-baf9-3ddc34fc143a,Branntweinbrenner/Branntweinbrennerin
B 26313-197,Komponentenentwickler/Komponentenentwicklerin,becbe3ca-e000-40c0-9f67-5c4035b930ea,Computer-Hardwaretester/Computer-Hardwaretesterin
B 11302-102,Pferdepfleger/Pferdepflegerin,beedd3c0-d3e2-4efe-8f39-381df669ee35,Pferdepfleger/Pferdepflegerin
B 11302-103,Pferdewirt/Pferdewirtin (mit Schwerpunkten),beedd3c0-d3e2-4efe-8f39-381df669ee35,Pferdepfleger/Pferdepflegerin
B 11302-104,Pferdewirt/Pferdewirtin Fachrichtung Pferdehaltung und Service,beedd3c0-d3e2-4efe-8f39-381df669ee35,Pferdepfleger/Pferdepflegerin
B 41313-102,Staatlich geprüfter Techniker/Staatlich geprüfte Technikerin Fachrichtung Chemietechnik (ohne Schwerpunkt),bf2ca3bb-5fa5-41d9-a039-949cad61616d,Fachkraft technischer Vertrieb von Chemikalien
B 28322-205,Fachkraft für Lederverarbeitung,bf367464-950a-416c-98b1-52b9d571550e,Lederwarenverpacker/Lederwarenverpackerin
B 63322-103,Barista,bf7d8b16-4e2c-48ef-b44e-dc25b2d0ab61,Barista
B 42334-101,Strahlenschutzbeauftragter/Strahlenschutzbeauftragte,bf802371-4758-4268-a780-58e3d269831b,Strahlenschutzbeauftragter/Strahlenschutzbeauftragte
B 42333-106,Kraftwerksmeister/Kraftwerksmeisterin - Fachrichtung Strahlenschutz,bf802371-4758-4268-a780-58e3d269831b,Strahlenschutzbeauftragter/Strahlenschutzbeauftragte
B 62103-100,Handelsassistent/Handelsassistentin - Einzelhandel,bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
B 61203-101,Geprüfter Handelsfachwirt/Geprüfte Handelsfachwirtin,bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
B 62102-100,Kaufmann/Kauffrau im Einzelhandel,bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
B 62194-101,"Filialleiter, Verkaufsstellenleiter/Filialleiterin, Verkaufsstellenleiterin",bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
B 61203-103,Betriebswirt/Betriebswirtin (Fachschule) für Handel,bf89925d-00a1-4f94-ab3b-2148c887af33,Einzelhändler/Einzelhändlerin
